Dataset,Datatype,wB97M-V,mace-polar-1-s,mace-polar-1-m,mace-polar-1-l
BH28,Barrier Height,0.8384106060722647,3.137826224020915,1.1638029917270298,0.941211273958717
BH46,Barrier Height,1.0803362811026826,14.00464243257475,1.9398125116742406,1.515836872552012
BH876,Barrier Height,0.8482688006591642,3.91230744563357,1.8208428893336304,1.2356670054184204
BHDIV7,Barrier Height,1.2740121364530268,5.937830772211632,1.6195706124284963,1.7783250891841726
BHPERI11,Barrier Height,1.2119100569926404,9.712889720546922,3.2711470252829606,1.9564449745208092
BHROT27,Barrier Height,0.735467973059498,1.8958729712247653,0.8471560576649033,0.9513641833243055
CRBH14,Barrier Height,1.3216114838153898,3.611456788373301,2.2493328050954786,0.8796221192577912
DBH22,Barrier Height,0.9736130445095043,18.85489269630699,3.5151684870471906,2.3233922733860912
INV23,Barrier Height,0.9405961158171395,2.317672006120706,2.14387422166787,2.104627848941659
ORBH35,Barrier Height,0.9694827994126672,1.9402411399759931,1.7030504751029611,1.5983180023813282
PX9,Barrier Height,1.5839662390173552,2.624501521463742,2.3798972047812983,1.4802202957131454
WCPT26,Barrier Height,0.9612580015019108,1.6641744629357766,1.5573162079290568,1.429820617818893
