Identifier,Dataset,Subset,Source_Datatype,Model,Reference,Prediction,DeltaE,Abs_DeltaE,exclusion_type
BH76_10,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,104.8000792760636,94.4267237957026,-10.373355480360999,10.373355480360999,single_atom
BH76_13,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,-0.6000007137361577,0.074497347617877,0.6744980613540347,0.6744980613540347,single_atom
BH76_17,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,2.5000021372213586,6.512586511196127,4.012584373974768,4.012584373974768,single_atom
BH76_21,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,-12.300008984005968,-9.717773909722146,2.5822350742838225,2.5822350742838225,single_atom
BH76_22,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,19.80001476816057,23.416613777054177,3.6165990088936084,3.6165990088936084,single_atom
BH76_3,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,42.100031673542496,-41.33589695880638,-83.43592863234888,83.43592863234888,single_atom
BH76_31,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,3.200002133234244,-46.36086095043573,-49.56086308366997,49.56086308366997,single_atom
BH76_39,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,6.100004537109882,-57.89204859370639,-63.992053130816274,63.992053130816274,single_atom
BH76_40,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,8.000005960595084,12.016202205281775,4.016196244686691,4.016196244686691,single_atom
BH76_42,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,21.600016281859567,-46.63531202882479,-68.23532831068437,68.23532831068437,single_atom
BH76_44,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,15.000011568309205,-49.52019162749687,-64.52020319580608,64.52020319580608,single_atom
BH76_47,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,9.700007564507882,64.35034645299059,54.65033888848271,54.65033888848271,single_atom
BH76_52,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,6.800005160632242,-0.1174766246941886,-6.917481785326431,6.917481785326431,single_atom
BH76_55,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,1.6000010666171218,5.353458880840953,3.753457814223831,3.753457814223831,single_atom
BH76_56,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,33.80002535607933,-28.870688497672298,-62.67071385375163,62.67071385375163,single_atom
BH76_57,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,14.400010854573043,-0.3436453777214454,-14.743656232294489,14.743656232294489,single_atom
BH76_59,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,2.900002403875639,-52.9062859072912,-55.80628831116684,55.80628831116684,single_atom
BH76_65,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,10.400007560520766,3.75263855511034,-6.647369005410426,6.647369005410426,single_atom
BH76_66,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,9.900007384080284,6.055254384541437,-3.844752999538848,3.844752999538848,single_atom
BH76_7,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-S,30.50002331305889,-47.50079314350936,-78.00081645656826,78.00081645656826,single_atom
