Identifier,Dataset,Subset,Source_Datatype,Model,Reference,Prediction,DeltaE,Abs_DeltaE,exclusion_type
BH76_10,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,104.8000792760636,105.47067105588268,0.6705917798190768,0.6705917798190768,single_atom
BH76_13,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,-0.6000007137361577,0.3511712118826843,0.951171925618842,0.951171925618842,single_atom
BH76_17,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,2.5000021372213586,4.041365107689364,1.5413629704680054,1.5413629704680054,single_atom
BH76_21,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,-12.300008984005968,-11.26423479541856,1.0357741885874088,1.0357741885874088,single_atom
BH76_22,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,19.80001476816057,20.715127658161407,0.9151128900008381,0.9151128900008381,single_atom
BH76_3,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,42.100031673542496,57.4353887653495,15.335357091807005,15.335357091807005,single_atom
BH76_31,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,3.200002133234244,11.36512165147564,8.165119518241395,8.165119518241395,single_atom
BH76_39,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,6.100004537109882,10.782722371630316,4.682717834520433,4.682717834520433,single_atom
BH76_40,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,8.000005960595084,8.324667566938972,0.32466160634388785,0.32466160634388785,single_atom
BH76_42,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,21.600016281859567,27.40147153787421,5.801455256014645,5.801455256014645,single_atom
BH76_44,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,15.000011568309205,19.007913182677218,4.007901614368013,4.007901614368013,single_atom
BH76_47,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,9.700007564507882,20.75347885770684,11.053471293198957,11.053471293198957,single_atom
BH76_52,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,6.800005160632242,7.289818902742307,0.4898137421100648,0.4898137421100648,single_atom
BH76_55,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,1.6000010666171218,0.3503781556553226,-1.2496229109617993,1.2496229109617993,single_atom
BH76_56,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,33.80002535607933,36.60352450089256,2.8034991448132303,2.8034991448132303,single_atom
BH76_57,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,14.400010854573043,14.054824275437529,-0.34518657913551465,0.34518657913551465,single_atom
BH76_59,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,2.900002403875639,8.397291759791848,5.497289355916209,5.497289355916209,single_atom
BH76_65,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,10.400007560520766,7.505005917564572,-2.8950016429561947,2.8950016429561947,single_atom
BH76_66,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,9.900007384080284,5.436882292980226,-4.463125091100059,4.463125091100059,single_atom
BH76_7,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,30.50002331305889,33.13662480179432,2.6366014887354297,2.6366014887354297,single_atom
BH76_9,BH46,Barrier Heights,Barrier Height,MACE-POLAR-1-M,1.5000011568309202,9.587493723958994,8.087492567128074,8.087492567128074,single_atom
BH9_817,BH876,Barrier Heights,Barrier Height,MACE-POLAR-1-M,-3.2100002416844418,-1.5956798923326851,1.6143203493517566,1.6143203493517566,single_atom
BH9_819,BH876,Barrier Heights,Barrier Height,MACE-POLAR-1-M,14.280000295168543,15.159001202396498,0.8790009072279545,0.8790009072279545,single_atom
BH9_826,BH876,Barrier Heights,Barrier Height,MACE-POLAR-1-M,4.560000278817111,5.334448428934286,0.7744481501171752,0.7744481501171752,single_atom
ORBH35_CO3_17,ORBH35,Barrier Heights,Barrier Height,MACE-POLAR-1-M,21.755060067691364,16.704023829514032,-5.051036238177332,5.051036238177332,single_atom
ORBH35_CO3_18,ORBH35,Barrier Heights,Barrier Height,MACE-POLAR-1-M,76.69131949350411,82.00412161533389,5.312802121829776,5.312802121829776,single_atom
ORBH35_CO3_19,ORBH35,Barrier Heights,Barrier Height,MACE-POLAR-1-M,62.554614751794006,68.66670640771683,6.112091655922825,6.112091655922825,single_atom
DBH24_1,DBH22,Proton Transfer,Barrier Height,MACE-POLAR-1-M,17.189999552475435,31.04277945667656,13.852779904201125,13.852779904201125,single_atom
DBH24_11,DBH22,Proton Transfer,Barrier Height,MACE-POLAR-1-M,10.649999804872582,11.29908361371197,0.6490838088393875,0.6490838088393875,single_atom
DBH24_12,DBH22,Proton Transfer,Barrier Height,MACE-POLAR-1-M,3.76999973648717,10.36539021645742,6.59539047997025,6.59539047997025,single_atom
DBH24_15,DBH22,Proton Transfer,Barrier Height,MACE-POLAR-1-M,59.32999730442081,58.25477020535262,-1.0752270990681865,1.0752270990681865,single_atom
DBH24_18,DBH22,Proton Transfer,Barrier Height,MACE-POLAR-1-M,17.7699990292354,18.39964826410028,0.6296492348648783,0.6296492348648783,single_atom
DBH24_2,DBH22,Proton Transfer,Barrier Height,MACE-POLAR-1-M,17.59999918259886,32.52001801036253,14.920018827763666,14.920018827763666,single_atom
DBH24_23,DBH22,Proton Transfer,Barrier Height,MACE-POLAR-1-M,12.89999965759054,10.909152850546592,-1.9908468070439476,1.9908468070439476,single_atom
DBH24_7,DBH22,Proton Transfer,Barrier Height,MACE-POLAR-1-M,14.31999963157355,27.25279042477885,12.932790793205301,12.932790793205301,single_atom
DBH24_8,DBH22,Proton Transfer,Barrier Height,MACE-POLAR-1-M,1.830000231615912,6.909801908513234,5.079801676897322,5.079801676897322,single_atom
BDE99_1,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-17.64999913749196,-23.204077469191525,-5.554078331699564,5.554078331699564,single_atom
BDE99_12,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-105.5799957411454,-101.47255605611282,4.107439685032574,4.107439685032574,single_atom
BDE99_3,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-62.66999742882732,-53.41541055224621,9.254586876581115,9.254586876581115,single_atom
BDE99_4,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-60.939997734507074,-53.10229374433344,7.837703990173637,7.837703990173637,single_atom
BDE99_5,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-5.560000004188602,1.0869630309436258,6.646963035132227,6.646963035132227,single_atom
BDE99_55,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-57.7599974657585,-51.656540051205326,6.103457414553176,6.103457414553176,single_atom
BDE99_57,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-85.86999657952926,-88.94249667077929,-3.072500091250035,3.072500091250035,single_atom
BDE99_58,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-26.59999859347069,-14.058867433826745,12.541131159643946,12.541131159643946,single_atom
BDE99_6,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-81.6499966214947,-74.21439911372507,7.435597507769629,7.435597507769629,single_atom
BDE99_7,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-13.89999938296203,-9.047299220998813,4.852700161963217,4.852700161963217,single_atom
BDE99_8,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-36.009998261975426,-36.351781904032094,-0.34178364205666867,0.34178364205666867,single_atom
BDE99_9,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-40.6999984235146,-42.856980969317256,-2.1569825458026557,2.1569825458026557,single_atom
BDE99_97,BDE99MR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-65.97999758029796,-65.2483751488606,0.7316224314373585,0.7316224314373585,single_atom
BDE99_10,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-100.7799956788414,-96.64258350653245,4.137412172308956,4.137412172308956,single_atom
BDE99_11,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-59.019997584083576,-59.4917238335022,-0.47172624941862296,0.47172624941862296,single_atom
BDE99_13,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-51.44999813817338,-53.34385326561242,-1.8938551274390392,1.8938551274390392,single_atom
BDE99_14,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-75.13999684682771,-73.84771780503814,1.2922790417895698,1.2922790417895698,single_atom
BDE99_15,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-118.09999511403888,-125.10359760399288,-7.003602489954005,7.003602489954005,single_atom
BDE99_16,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-42.3599981809845,-40.33176006111488,2.02823811986962,2.02823811986962,single_atom
BDE99_17,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-84.76999631686209,-81.99736695715127,2.7726293597108196,2.7726293597108196,single_atom
BDE99_19,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-116.8499949866924,-127.91552983875896,-11.065534852066563,11.065534852066563,single_atom
BDE99_20,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-215.1099910563931,-218.5777737694698,-3.467782713076673,3.467782713076673,single_atom
BDE99_24,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-53.13999786857913,-49.36853046902636,3.771467399552769,3.771467399552769,single_atom
BDE99_25,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-122.7899946480686,-121.93409975939448,0.8558948886741149,0.8558948886741149,single_atom
BDE99_28,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-43.04999818601876,-42.54353156750822,0.5064666185105438,0.5064666185105438,single_atom
BDE99_30,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-173.5299927992505,-172.1735533947609,1.3564394044896062,1.3564394044896062,single_atom
BDE99_34,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-161.84999329607052,-159.43207695988568,2.4179163361848452,2.4179163361848452,single_atom
BDE99_35,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-124.31999515032588,-128.1070100117009,-3.7870148613750274,3.7870148613750274,single_atom
BDE99_36,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-95.23999628411951,-92.7996251957107,2.44037108840881,2.44037108840881,single_atom
BDE99_37,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-183.90999222019084,-181.5099525612208,2.40003965897003,2.40003965897003,single_atom
BDE99_38,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-19.68999917965889,-15.461385786831988,4.228613392826903,4.228613392826903,single_atom
BDE99_39,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-195.19999207520456,-196.87428125605263,-1.6742891808480636,1.6742891808480636,single_atom
BDE99_40,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-108.55999556281208,-110.19727653506514,-1.6372809722530661,1.6372809722530661,single_atom
BDE99_41,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-130.40999467638136,-128.99045499201276,1.4195396843686012,1.4195396843686012,single_atom
BDE99_43,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-42.82999838448911,-40.94045262607257,1.8895457584165385,1.8895457584165385,single_atom
BDE99_45,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-35.1899983742191,-33.11426234542946,2.075736028789642,2.075736028789642,single_atom
BDE99_46,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-100.0299957279354,-96.1974764416221,3.8325192863132997,3.8325192863132997,single_atom
BDE99_47,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-107.66999573820544,-104.0236667222652,3.646329015940239,3.646329015940239,single_atom
BDE99_48,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-103.18999601472676,-101.4824985556257,1.707497459101063,1.707497459101063,single_atom
BDE99_50,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-22.82999885698352,-19.993940935373672,2.8360579216098465,2.8360579216098465,single_atom
BDE99_51,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-132.06999443385126,-140.37526728957846,-8.305272855727196,8.305272855727196,single_atom
BDE99_52,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-229.1999902679489,-240.67713339927136,-11.477143131322464,11.477143131322464,single_atom
BDE99_54,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-96.17999606361928,-92.93555494713132,3.2444411164879625,3.2444411164879625,single_atom
BDE99_59,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-93.55999591718287,-88.23277899281695,5.327216924365928,5.327216924365928,single_atom
BDE99_61,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-77.39999669052429,-79.13609779263751,-1.7361011021132242,1.7361011021132242,single_atom
BDE99_62,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-60.87999778863536,-60.47226387776826,0.4077339108670941,0.4077339108670941,single_atom
BDE99_63,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-68.32999734280212,-68.38322115562656,-0.05322381282444155,0.05322381282444155,single_atom
BDE99_64,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-54.70999770724145,-51.34482405339731,3.3651736538441384,3.3651736538441384,single_atom
BDE99_65,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-125.76999509724476,-120.50712072886353,5.262874368381233,5.262874368381233,single_atom
BDE99_69,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-141.76999384073596,-151.17105735457267,-9.401063513836704,9.401063513836704,single_atom
BDE99_70,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-65.46999741287885,-66.77342837183394,-1.30343095895509,1.30343095895509,single_atom
BDE99_71,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-115.4299950127094,-111.121760531136,4.308234481573393,4.308234481573393,single_atom
BDE99_72,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-99.49999557855908,-98.03954429852266,1.4604512800364233,1.4604512800364233,single_atom
BDE99_76,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-127.80999451190225,-131.6348547863998,-3.824860274497567,3.824860274497567,single_atom
BDE99_79,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-86.14999632693062,-80.12518328050612,6.024813046424498,6.024813046424498,single_atom
BDE99_80,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-40.55999854981392,-38.29544982364988,2.264548726164037,2.264548726164037,single_atom
BDE99_81,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-169.18999294947247,-171.88217023795588,-2.692177288483407,2.692177288483407,single_atom
BDE99_82,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-132.30999421733813,-141.86919800937568,-9.55920379203755,9.55920379203755,single_atom
BDE99_84,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-139.3599941323601,-141.77631296497535,-2.4163188326152465,2.4163188326152465,single_atom
BDE99_86,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-115.08999531943633,-118.16499731333634,-3.075001993900017,3.075001993900017,single_atom
BDE99_87,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-112.54999510082892,-109.82822302068809,2.7217720801408376,2.7217720801408376,single_atom
BDE99_88,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-117.12999536160324,-112.54905404601344,4.580941315589797,4.580941315589797,single_atom
BDE99_89,BDE99nonMR,Bond Dissociation Energies,Thermochemistry,MACE-POLAR-1-M,-106.51999552064515,-108.16395389055302,-1.643958369907864,1.643958369907864,single_atom
