Reaction,Dataset,Reference,wB97M2,B3LYP,BMK,CAMB3LYP,CF22D,M052X,M062X,M08HX,MN15,PBE0,PW6B95,SOGGA11X,r2SCAN0,wB97M-V,wB97X-V,revDSD-PBEP86-D4,mace-polar-1-s,mace-polar-1-m,mace-polar-1-l
Pol130_1,Pol130,5.970993562115288,0.11428109827190891,0.1794274649941281,0.06430052945579678,0.1368439719044776,0.06180628750508976,-0.17747617111876934,-0.026078107104813064,0.30904121737796775,0.31302945580597097,0.27477384000921123,0.14626910101397161,0.33048322298456156,0.30579538319654453,0.10492235583927201,0.31847879378931854,0.25257934744732147,-5.970993562115288,-5.970993562115288,-5.970993562115288
Pol130_2,Pol130,5.131993474768016,0.1852288896280312,0.2754668991039715,0.043548322615444945,0.17796562467082655,0.25654447497132526,-0.06107840493075667,0.008870474384395699,0.4099778537717187,0.29623644346466893,0.23768191736390065,0.18935123532600073,0.20787207923745044,0.13449317242584247,0.21381635355365258,0.20160120619117006,0.18514321541168943,-5.452333369302856,-1.659078258495255,-3.454063979712149
Pol130_3,Pol130,1.6339982590807884,0.03355475804307817,0.09235393631165145,0.032969577171331865,0.07708796564154285,0.06707128392748607,0.05109610175959389,0.03382193449360038,0.03635263002702005,0.022434842008755895,0.05745144044490158,0.05713610351924636,0.02503992620034068,0.02301987463014843,0.09197576953836406,0.05896321904672752,0.03858124356413639,-1.6339982590807884,-1.6339982590807884,-1.6339982590807884
Pol130_4,Pol130,5.621993792478159,0.5884736826519941,0.820236072507365,0.4687388007329636,0.8114084234316756,1.08806865259323,0.9347077361440252,0.5520362911467203,0.5600210665900356,1.0025732891639425,0.7829187612383439,0.5884810918845869,0.6404082127621216,0.9359975343319622,0.729062277722579,0.8284902474352611,0.6325940821782652,-5.621993792478159,-5.621993792478159,-5.621993792478159
Pol130_5,Pol130,5.394992868081312,-0.11186687589250699,0.13403054031579753,0.14586811365897212,0.09047110372355682,0.3034433982595166,0.18324114231223643,-0.04598314284029836,0.05208656743446749,0.22898778263265385,0.21975944257466473,0.09405302028284002,0.24647355767856638,0.23196836635465878,0.32916823341484136,0.2255587925043594,0.11284186196019697,-5.394992868081312,-5.394992868081312,-5.394992868081312
Pol130_6,Pol130,3.8249955093628216,0.03058099052431018,0.31091145423489586,0.15433641523937336,0.22516965991784677,0.6065963548293682,0.4415553852020828,0.292884953818084,0.3091830298260039,0.5782894041635114,0.2933896703468033,0.3352655824398614,0.312122121874971,0.19984403389935856,0.5417242775949003,0.24471253267058835,0.11939501031972233,-4.088972026053909,-2.4756485961953922,2.084619252233999
Pol130_7,Pol130,2.912996756730816,-0.024012414677672123,0.1122628249644726,-0.005493200688308164,0.08181653418160861,0.12896500020189672,0.02988200407674535,-0.013139819027969235,0.02979664978319363,0.10865868072847018,0.14181230295580916,0.09993150076481738,0.01100655446904808,0.09043820675864245,0.12942881778523718,0.09730567081041874,0.02231301369180194,-2.912996756730816,-2.912996756730816,-2.912996756730816
Pol130_8,Pol130,2.9739969202736285,0.04414180181106531,0.1333527442553657,0.02435916648305314,0.10979199604422263,0.21899451401138625,0.22482616817223056,0.11139357449179155,0.17758997691090928,0.1792943954285242,0.11266736874870009,0.1292332142032917,0.08090193923241662,0.0434180685488581,0.19147872056852444,0.08220566676772911,0.038353067822812115,-4.062193275342054,4.187824708429127,2.9355549618973766
Pol130_9,Pol130,2.949996953099102,0.14202005766118697,0.23431827669574634,0.1349400969801775,0.20479873200913667,0.23680036763472057,0.15160048419653105,0.1374731634242261,0.15530806124603025,0.2466001072779096,0.20849445429491054,0.16112874972937075,0.1522083371380667,0.18306806279003007,0.23085431503025777,0.2023593182195711,0.16104958955776194,-2.949996953099102,-2.949996953099102,-2.949996953099102
Pol130_10,Pol130,2.6859973141793114,0.0778253318961819,0.1367073457237553,-0.004900018001746886,0.08729076724445672,0.12126977733294053,-0.012663850278248567,0.013345943725882936,0.0012232633519850822,0.08805036116166542,0.09338204071507361,0.08478141032785746,0.025810782209881644,0.002249144849343576,0.13492305576450248,0.06422940095520868,0.05644543775475297,-2.877596927786195,-2.6948498398142897,-1.8177740555340098
Pol130_11,Pol130,2.831996126594119,0.05367066010974053,0.15113785207085328,0.07480266380287581,0.13063948543561876,0.2493234426399682,0.12033414018275357,0.06981743970352294,0.14986702149434716,0.20272088845234215,0.14343077444146246,0.13972497560652242,0.17126012634272092,0.06253565168589725,0.29194813119676377,0.1832405495729832,0.06942981266242265,-2.831996126594119,-2.831996126594119,-2.831996126594119
Pol130_12,Pol130,3.018996117803194,0.09565252414556191,0.3105538849559233,0.10187612640835786,0.18364138873707025,0.5190281861289625,0.15241564730249335,0.18241723630062534,0.20554247016892324,0.48573675229438473,0.2503448786323883,0.27425549054479026,0.23636322326671522,0.10056602693491046,0.3902633832466189,0.1858085875646247,0.08672473197173591,-3.0484096443292774,-3.3342415689538902,-2.558964076121282
Pol130_13,Pol130,2.9139970023373127,0.046396281323456634,0.15774895687689527,0.03799421821809634,0.10817737735663302,0.25641110891614805,0.08969432039662983,0.11404429943955785,0.14650797447604047,0.2530191649350213,0.121778643025515,0.14253040520903903,0.10891266901873609,0.044751136619200604,0.21045404656067657,0.09374687103892487,0.044568010169727224,-3.3203603651426903,-1.0629755505935843,-2.990669911132644
Pol130_14,Pol130,3.5479956412492712,0.03554146770986977,0.11579495147887275,0.017115906490809518,0.08902926825806157,0.12087560649991191,0.06945646207424172,0.04202928307971865,0.07625398321483257,0.057172260707799794,0.0739725340939863,0.06352700622322649,0.026957137785976748,0.023821256680240932,0.1420043501804047,0.07006075864983474,0.05369467938339545,-3.5479956412492712,-3.5479956412492712,-3.5479956412492712
Pol130_15,Pol130,4.043994468907703,0.05658426440779163,0.15498798271367153,0.030302848211422706,0.11031004922719667,0.16394247776647664,0.07532397688660986,0.06181932773160792,0.08781978609088092,0.12477256329114095,0.1013436993685497,0.10532541781338356,0.04620097405711476,0.03968144743120838,0.16661246663678053,0.07302030015221916,0.06272348591752497,-4.479326008132763,-1.4260000746315207,-1.186448203994423
Pol130_16,Pol130,5.487993481805272,0.03632032578593236,0.19352277811472263,-0.005233285068406701,0.08644196610084176,0.13389065405456968,0.015967476275389636,0.026258003178890377,0.03791908859813464,0.09023667582165285,0.13164195377378984,0.13790245384390243,0.0009875017643405926,0.014009069560796839,0.13171797251198036,0.011696946094038374,0.05323447599665698,-6.282513753237942,-0.2532868263265309,-1.4546769958305585
Pol130_17,Pol130,2.0829973979966634,0.032996546651782754,0.07954397618808962,0.003948821477176345,0.07320968008217754,0.08597963047120105,0.0048903859649107595,0.01904408359176868,0.039037437366041594,0.06499018033817539,0.0698894573689377,0.05520555549241202,0.029689364199698698,0.028734759408692412,0.11282059151536705,0.08046034931870372,0.030764388120199992,-2.0829973979966634,-2.0829973979966634,-2.0829973979966634
Pol130_18,Pol130,2.64799687220453,0.05581489033092346,0.12297982687789677,0.011952268172222169,0.09552330724312874,0.14608179573816527,0.02262540742225916,0.04545975503882804,0.08499449973617246,0.15463056153935106,0.09874543172863692,0.09733086218935227,0.05333161389451879,0.046385908396895825,0.13947424735999014,0.082229079923124,0.04262420248991283,-3.0704588871968754,0.3042134623092001,0.5271316619349862
Pol130_19,Pol130,2.619997404449364,0.06313342810002709,0.09814291346735438,-0.015037025621747802,0.07282899403067766,0.08591146559943308,-0.03376651350110116,-0.01282448233874156,0.00984671416314109,0.07197945207528234,0.07177821746632418,0.06365548220226724,0.0042370404319798105,-0.003363788938072876,0.1027105534881887,0.06392517806647113,0.032917422035684485,-2.9588475192095167,0.0774243675863957,-0.2133464263357534
