Reaction,Dataset,Reference,wB97M2,B3LYP,BMK,CAMB3LYP,CF22D,M052X,M062X,M08HX,MN15,PBE0,PW6B95,SOGGA11X,r2SCAN0,wB97M-V,wB97X-V,revDSD-PBEP86-D4,mace-polar-1-s,mace-polar-1-m,mace-polar-1-l
BH28_BHDIV_1,BH28,56.95506721802172,1.0284405882568919,5.298041907174856,2.7144178574414894,3.8070157673368357,0.6294315355772113,3.3217504546391226,1.3248602505714402,1.6467276183511288,-1.6471595958441725,2.7424048427426655,1.1742891640183828,3.0968661193403406,4.513959092935799,-0.09093641395003971,0.1591430542285508,1.1026855727409526,2.3740472918757476,0.06574050225172101,1.4507245760261327
BH28_BHDIV_2,BH28,50.09560239717492,0.8307059524008409,-1.997399051483697,1.5225151927524152,1.8959771424937202,-0.8174967524726284,-2.544326143424513,-0.1588246559278801,-1.067879621465785,0.2527419908560802,-6.026889203976509,-1.3860976451359903,1.3067894837381573,-3.69569263736318,0.6212318692840526,2.5476626112945198,-0.9757693795186668,0.687146974553599,0.19170551726843854,0.5745466433524271
BH28_BHDIV_3,BH28,65.55927318575337,-0.03220868078260253,-0.7778040799246781,-0.24798258251063032,1.7932367105636757,0.006744471810975483,0.16502338274933948,-0.5657664323587568,-0.13163467041518118,-2.2636097174469896,-4.248329312498278,-4.0254803669240715,-0.17553466847259358,-1.6046302040088776,-1.7322193835729323,0.5720466099314621,0.5025117398119789,2.811647919598201,0.1993202357310082,-1.19692387116352
BH28_BHPERI_4,BH28,35.014340274654955,1.712046962017972,-1.9283500424730846,5.478181491155546,1.6751402433166191,1.2696819620020037,0.041382994792485306,1.6446440358756647,1.2889407925133511,1.5087064702556958,1.8253988301391217,0.6135066629017416,4.003778767555737,2.3519201924826376,1.6762094566987358,4.394539333704955,5.64932855750785,8.212926873474927,2.7630708433382125,1.501947133885082
BH28_BHPERI_5,BH28,30.99904394721036,-0.5315137649757204,0.23337566797213327,0.8671260374985224,1.5416363476729273,-0.18515984801500096,-1.2276359406791215,-0.45748396227953947,-0.973428589704568,-0.356328933057366,-2.561275613570899,-0.8498910505569377,0.9515237399786187,-1.5448556595369602,-0.521895299764072,0.31051515663003215,1.7817445723396617,3.1526365061050683,-0.3267137280111392,-0.4843541916927805
BH28_BHPERI_6,BH28,39.86615693177946,-0.20730980293147638,-0.9861770721878642,0.682580144768103,0.812275057866799,-0.48708226641127084,-0.6225783163688874,-0.576509959319452,-0.6327556415220243,-1.3429753823203043,-4.045697027930331,-1.5802141868753168,0.7665815750148681,-2.828486655129545,-0.37621753209458575,0.5369497540476118,-0.25639366617402715,7.775043199436375,-0.6587216075314117,-1.3681036940987923
BH28_BHPERI_7,BH28,28.48948358568012,-1.5076406454281326,-1.3069532637187642,-0.8673757235329518,-0.7459000550007495,-2.4084955681575977,-2.529729018043991,-3.1142971402688,-3.0462060245018137,-3.284653349531407,-4.090569540173263,-3.2063365276145603,-2.0787559057937877,-3.652954912367356,-1.9133806157344075,-1.2288480379917885,-0.5337503800401819,3.871851601536676,-1.656824660440865,-1.7131248260414473
BH28_BHPERI_8,BH28,37.11759076176924,0.5395056001326992,-1.33298593349717,1.9377375214641006,3.2316198256072965,0.9686700598487192,-2.8643163165855086,-1.164945359697846,-1.773056131379505,-0.14311357571044425,-1.7812717991762455,-1.5937185672567509,2.8484160422659244,-1.9053245863544177,1.2153885873004384,3.6133935148036116,-1.0891874298094635,9.465166256155563,3.09198751016924,1.5831430720735327
BH28_BHPERI_9,BH28,22.44263851366524,-0.4264974817158418,3.9782848773910793,2.973717385081759,4.668032937382126,-0.23209128158366354,-3.120002581917671,-1.6671290181024752,-2.7324122563604156,-0.38657752524127176,-2.57182925615189,0.4014639324912963,3.095304185509768,-3.092059334022654,0.13154292852910388,1.108885985068639,2.423601828392691,5.5892139388665,0.2012880908904222,0.0717977100090792
BH28_CADBH_10,BH28,27.5573615601177,-0.08861042457055746,1.3521424799909774,1.9658796898616906,2.0567628910028013,0.9724319791499951,0.7264982150601966,2.4230136273642273,3.2121141328580265,0.950376025168481,-1.143199207118471,1.3088253127277873,3.7603476367773148,-0.5725132887103008,0.3414412707873389,1.387858436722837,0.15534854145014165,2.8841379801191174,1.3358834261030026,0.440710793053686
