Reaction,Dataset,Reference,wB97M2,B3LYP,BMK,CAMB3LYP,CF22D,M052X,M062X,M08HX,MN15,PBE0,PW6B95,SOGGA11X,r2SCAN0,wB97M-V,wB97X-V,revDSD-PBEP86-D4,mace-polar-1-s,mace-polar-1-m,mace-polar-1-l
3d4dIPSS_1,3d4dIPSS,150.50999976125843,1.762497280424867,-1.6131047194561177,-2.953465332547381,-2.9056504283580296,0.5625170628196372,8.438810095317052,5.424470947257504,0.8566573597237266,1.13838646048373,-6.882063884252375,-4.0454091893362545,2.449439055295528,-6.657738659921193,-3.682496991606058,-7.602006947156497,-0.90859746410095,43.48756283716625,-5.739800799063545,1.5923822622374644
3d4dIPSS_2,3d4dIPSS,156.50000000503718,0.40443311906190615,-5.092212712880297,-2.6244114125635747,-6.709179502123732,-6.925128667192126,6.8380345565146,6.2041915038524,-2.902078267977174,-11.93152638468922,-12.963932017017868,-8.197343508437797,-1.3662982779422066,-33.46985879897602,-8.728131370530775,-12.894275829932724,-1.435856242356266,27.258955377412576,-11.632021633465683,-9.183661187937076
3d4dIPSS_3,3d4dIPSS,149.55999999078003,3.0410979091710715,1.1540997996592353,4.9655870113333265,-1.7606990893666818,-5.478250015241429,4.100290916977144,7.218225415841573,-5.103950340240573,-11.220631443660352,-8.791578602385556,-4.499913611169063,2.6943781541500016,2.1327416126301557,-4.062885955695748,-8.684359258896222,10.513875354404718,12.270707195481947,-0.018947896547587106,0.08754118262510246
3d4dIPSS_4,3d4dIPSS,153.72000000294287,1.0154967621054425,8.01877112933073,1.7841528206630812,3.3787554860246587,1.8314598187335207,-8.780705306387176,-3.9162242530749722,-4.845209672738207,-2.3387043408800707,6.007066618932498,5.336788922926274,0.5356088918703961,43.650831165510425,-0.6489495274934995,-3.072660380679679,-3.308951024594279,-7.748131500242721,4.780049999513352,-11.10706330339633
3d4dIPSS_5,3d4dIPSS,169.89999983906822,-1.2166443592550706,2.9584409178849853,-0.4018029131559615,2.21328301830863,-2.540330288569834,18.508085022514507,15.03765234760823,2.180854018927164,-0.942943049973195,-7.907549718684891,-1.5317481789395515,8.85499000350336,-48.39023445773033,1.9717534295337487,-2.8435743673969114,-1.5470186595371445,-2.9574889263959108,-25.117685732447143,-18.740846137641256
3d4dIPSS_6,3d4dIPSS,180.20999995066768,-1.0449814242544164,3.3644046580495512,1.5493078392607345,1.7858900178833608,-0.3936774811919008,14.141686853100964,-17.42462760391797,0.9151307633279089,1.6109210492419095,-6.4342290097648345,-0.9454704698743797,9.767903650283188,-17.518651803606815,2.9013593303836274,-2.786582764738597,-10.918477060103982,2.6437262182568873,-9.83311893443448,-14.047844671680792
3d4dIPSS_7,3d4dIPSS,171.1199999934788,-1.6149891303906543,6.333550134692388,-0.49028953008263443,2.951517229405596,-1.1903402916011316,13.54419642843007,8.599298028007723,-2.381649081304431,-1.9419481727123866,1.2380197793353602,0.5627448487667266,-2.5686849944376036,0.716261402001777,-7.444722764233688,-6.698856218340268,-3.729055753617587,8.81526232664001,11.977523783584047,10.11259748873303
3d4dIPSS_8,3d4dIPSS,162.92999985187518,11.720333741297907,18.769787660345315,12.382667920541508,15.656641937331898,10.470232773219806,2.958996640352211,9.541094053243597,-1.3361704185916778,9.662780878727943,13.263398175215997,12.67992311171298,10.64000351619947,12.361731819977564,6.062460645193738,5.957529954367288,8.556017557436746,22.819531608426928,21.04269630724494,20.80334811837389
3d4dIPSS_9,3d4dIPSS,173.1500000446671,4.378557294904198,12.00257432506109,5.549064835801687,9.108337290082801,3.1800178390814153,-4.2853804211116255,1.8846396778216103,-9.412242763774827,2.2051296622653354,5.4964246347537085,5.630307232432131,2.8017096963552035,4.92660869561476,-1.620463272094014,-0.7221963238773981,1.3138335160904546,0.24474640675677506,0.9103999307635036,-3.93041918999927
3d4dIPSS_10,3d4dIPSS,212.2799998845384,0.41821485871628283,4.663344500363195,4.912284850569506,2.691915618700648,-0.16599068857357224,4.928252707687307,-2.664344860440309,-4.34942397525711,1.3945422282723996,-3.1276693672292026,0.3041476924697122,9.276208122554493,-5.05202217429121,0.45327186766252225,-3.8439810954658924,-1.685133933998884,31.150068755769894,6.652120680516049,9.549968612719766
